"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.860721103674","","","","","35.1209416240867","","","","","36.796446971455","","","","","37.0687292358254","","","","","37.5300409299361","38.6122752150667","37.184484644841","34.9372125951584","33.0859498151739","34.8814326393148","32.2271677279368","32.5281183420597","","","",
"Armenia","ARM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1","99.1861572265625","99.1896209716797","99.2036209106445","99.2354049682617","99.9","99.3660736083984","99.4584045410156","99.5630722045898","99.6758575439453","99.7","99.8936767578125","99.9727478027344","99.9972610473633","100","100","100","100","100","","",
"Armenia","ARM","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Armenia","ARM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","66.211","66.641","67.068","67.493","67.916","68.334","68.75","69.163","69.574","69.98","70.384","70.784","71.182","71.576","71.967","72.354","72.739","73.12","73.497","73.871","74.33","75.043","75.743","76.429","77.103","77.762","78.408","79.04","79.659","80.263","80.948","81.886","82.789","83.654","84.485","85.28","86.043","86.771","87.467","88.131","88.587","88.491","88.394","88.297","88.198","88.1","88","87.9","87.799","87.697","87.594","87.502","87.42","87.348","87.288","87.238","87.198","87.17","87.153","87.147","",
"American Samoa","ASM","Urban population","SP.URB.TOTL","13324","13729","14254","14871","15522","16176","16818","17462","18082","18687","19259","19808","20335","20829","21299","21744","22153","22549","22982","23524","24266","25290","26486","27829","29258","30731","32241","33782","35323","36836","38326","39866","41308","42680","44012","45336","46645","47916","49131","50281","51222","51762","52223","52540","52637","52474","52014","51303","50477","49709","49122","48790","48664","48664","48699","48689","48605","48484","48339","48203","",
"American Samoa","ASM","Urban population growth (annual %)","SP.URB.GROW","","2.99434635840347","3.75271851642112","4.23754386268676","4.28453647254006","4.12702898461685","3.89210791325907","3.75773499779096","3.48898769265588","3.29111266249435","3.0150389001957","2.81074125601104","2.62576428570024","2.40027070800582","2.23138768172173","2.06777341523246","1.86350700917505","1.77177915668362","1.90205817680675","2.33098757622675","3.10550170319718","4.13328670521925","4.62072308228988","4.94623509404414","5.00743981106804","4.91188765474363","4.79670174237953","4.66891817310274","4.4606193582947","4.19413180180202","3.96528891871828","3.93953132542704","3.55323555085836","3.26742406243951","3.07318975741137","2.96390948596519","2.84643215456062","2.68837374561602","2.50407222667553","2.31370720121379","1.85418551082465","1.04871620662723","0.886672155150063","0.605177338339651","0.18445102541669","-0.310148568010885","-0.880489571689362","-1.37636831155319","-1.62314430090906","-1.53317837624226","-1.1879003605147","-0.678162579462031","-0.258583680934158","0","0.0718958978413483","-0.0205364111289766","-0.172672561249544","-0.249255966476673","-0.299515834872394","-0.281742847595643","",
"American Samoa","ASM","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.936032312","","","","","","","","","","1.935349348","","","","","","","","","","1.968505142","","","","","","","","","","",
"American Samoa","ASM","Population density (people per sq. km of land area)","EN.POP.DNST","","103.01","106.265","110.17","114.27","118.36","122.31","126.24","129.945","133.515","136.815","139.92","142.835","145.5","147.98","150.26","152.28","154.19","156.345","159.225","163.23","168.505","174.84","182.06","189.73","197.595","205.595","213.7","221.715","229.47","236.735","243.425","249.48","255.1","260.475","265.805","271.055","276.105","280.855","285.265","289.105","292.47","295.4","297.52","298.405","297.81","295.535","291.825","287.46","283.415","280.395","278.795","278.335","278.565","278.955","279.06","278.705","278.1","277.325","","",
"American Samoa","ASM","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","100","","","",
"American Samoa","ASM","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4790826565409","","","","","12.4790826565409","","","","","15.214667966958","","","","","15.2378416845987","","","","","15.0727217319968","15.3906418570512","14.3441501484645","14.1272255153053","13.3169920338184","13.0193901036704","12.3827298738272","12.4738202417443","","","",
"American Samoa","ASM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"American Samoa","ASM","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.1668701","","","","","","","","","","116.1668701","","","","","","","","","","116.1668701","","","","","","","","","","",
"American Samoa","ASM","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.382021892","","","","","","","","","","1.382021892","","","","","","","","","","1.382021892","","","","","","","","","","",
"American Samoa","ASM","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.816686869","","","","","","","","","","2.816686869","","","","","","","","","","2.816686869","","","","","","","","","","",
"Antigua and Barbuda","ATG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","39.656","39.04","38.427","37.817","37.211","36.61","36.012","35.418","34.829","34.245","33.819","33.898","33.978","34.057","34.137","34.217","34.297","34.377","34.457","34.538","34.618","34.698","34.779","34.86","34.94","35.021","35.102","35.183","35.264","35.345","35.426","35.465","35.085","34.709","34.334","33.961","33.59","33.221","32.855","32.49","32.127","31.74","31.098","30.464","29.837","29.218","28.606","28.002","27.405","26.818","26.238","25.703","25.526","25.35","25.175","25","24.846","24.713","24.599","24.506","",
"Antigua and Barbuda","ATG","Urban population","SP.URB.TOTL","21466","21472","21458","21443","21449","21489","21577","21690","21775","21763","21704","21816","21791","21677","21547","21446","21390","21368","21376","21397","21416","21443","21486","21539","21588","21638","21677","21714","21783","21917","22151","22473","22620","22831","23074","23321","23571","23821","24058","24262","24422","24507","24348","24158","23970","23802","23658","23529","23403","23264","23097","22941","23078","23199","23302","23392","23486","23583","23685","23800","",
"Antigua and Barbuda","ATG","Urban population growth (annual %)","SP.URB.GROW","","0.0279472729938642","-0.0652224574716834","-0.0699284427460811","0.0279772453564072","0.186315205976602","0.408675625682419","0.522339228153494","0.391119789978347","-0.0551242606636422","-0.271470477529939","0.514707018665688","-0.1146605028503","-0.524524990199788","-0.601519489069043","-0.469844792414227","-0.261462470363969","-0.102904728665454","0.0374321546575466","0.098192793057862","0.0887580933237478","0.12599455690423","0.200330845725689","0.24636851508675","0.227235936117818","0.23134235089853","0.180076234740488","0.170542319687391","0.317263525655905","0.613274233336267","1.06200507993422","1.44319464349313","0.651988205411884","0.928479090934218","1.05871809077813","1.06477997044574","1.06629006522388","1.05504017122877","0.990003699779894","0.844375877684686","0.657302506210244","0.347442561701179","-0.650908039616391","-0.783412244859141","-0.781253973679362","-0.703343768604488","-0.606828663670297","-0.546762122490597","-0.536948362435335","-0.595711792317693","-0.72043623870867","-0.677703623382447","0.595408004227824","0.522939152253214","0.443001950274124","0.385488976961868","0.401041537552146","0.412161453683976","0.431582289598593","0.484364430171381","",
"Antigua and Barbuda","ATG","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","7.9","","","","",
"Antigua and Barbuda","ATG","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","","","","0.68","","0.97","","1.11","","0.99","","","","","","","","","","",
"Antigua and Barbuda","ATG","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","","","","0.68","","0.85","","","","0.96","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.65338181","","","","","","","","","","8.653324495","","","","","","","","","","8.639313095","","","","","","","","","","",
"Antigua and Barbuda","ATG","Population density (people per sq. km of land area)","EN.POP.DNST","","125.002272727273","126.911363636364","128.868181818182","131.002272727273","133.404545454545","136.170454545455","139.184090909091","142.093181818182","144.431818181818","145.856818181818","146.265909090909","145.756818181818","144.659090909091","143.454545454545","142.443181818182","141.743181818182","141.270454545455","140.990909090909","140.8","140.602272727273","140.454545454545","140.406818181818","140.425","140.422727272727","140.422727272727","140.35","140.265909090909","140.388636363636","140.927272727273","142.109090909091","144.015909090909","146.525","149.493181818182","152.736363636364","156.068181818182","159.484090909091","162.963636363636","166.418181818182","169.713636363636","172.763636363636","175.481818181818","177.943181818182","180.227272727273","182.581818181818","185.147727272727","187.963636363636","190.968181818182","194.084090909091","197.15","200.063636363636","202.847727272727","205.475","207.990909090909","210.368181818182","212.65","214.834090909091","216.877272727273","218.831818181818","","",
"Antigua and Barbuda","ATG","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","100","","","",
"Antigua and Barbuda","ATG","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4085635347848","","","","","22.4515950594337","","","","","21.9761180428363","","","","","22.1343296076435","","","","","22.5288761062762","23.1478617038523","21.4710504378955","20.7353850736625","19.7255836182805","19.6963877942929","18.4609303216643","18.6223428464755","","","",
"Antigua and Barbuda","ATG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8374099731445","99.8357162475586","99.8506011962891","99.8778381347656","99.9151153564453","99.9506149291992","99.9793853759766","99.9948348999023","99.9994506835938","100","100","100","100","100","","",
"Antigua and Barbuda","ATG","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.2775574","","","","","","","","","","266.2775574","","","","","","","","","","266.2775574","","","","","","","","","","",
"Antigua and Barbuda","ATG","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.752507421","","","","","","","","","","5.752507421","","","","","","","","","","5.752507421","","","","","","","","","","",
"Antigua and Barbuda","ATG","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.97379875","","","","","","","","","","24.97379875","","","","","","","","","","24.97379875","","","","","","","","","","",
"Australia","AUS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","81.529","81.941","82.228","82.511","82.792","83.068","83.34","83.507","83.672","83.836","83.999","84.16","84.32","84.478","84.636","84.792","84.947","85.1","85.252","85.403","85.552","85.7","85.67","85.641","85.611","85.582","85.552","85.522","85.493","85.463","85.433","85.403","85.285","85.157","85.028","84.898","84.767","84.636","84.503","84.37","84.235","84.1","84.222","84.343","84.463","84.582","84.7","84.822","84.943","85.063","85.182","85.3","85.402","85.502","85.602","85.701","85.8","85.904","86.012","86.124","",
"Australia","AUS","Urban population","SP.URB.TOTL","8378309","8589875","8832932","9034955","9245383","9459784","9709943","9852991","10048170","10280809","10505755","10887779","11110846","11303156","11614598","11780153","11920613","12077392","12240482","12395391","12569300","12792439","13002993","13162165","13307374","13486012","13704062","13909213","14133874","14370091","14579227","14761055","14920611","15044687","15181749","15342767","15521685","15672048","15811356","15967866","16133530","16326333","16550802","16780377","17000206","17250330","17531121","17666387","18049708","18451611","18767085","19056040","19414834","19775013","20095657","20410546","20755798","21133982","21488110","21845994","",
"Australia","AUS","Urban population growth (annual %)","SP.URB.GROW","","2.49380799303402","2.79028252437871","2.26139340712595","2.30233483788823","2.2925258042347","2.61008622269965","1.46246518634033","1.96154644599929","2.28884250561358","2.16442488235729","3.57177653156145","2.02807807993636","1.71602303917154","2.71807764469217","1.41534110486911","1.18529202348741","1.30661886690409","1.34133802353508","1.25760545736237","1.39326229376982","1.75969603616119","1.63252684649859","1.21668643123604","1.09718916309405","1.33346824486188","1.60392851144369","1.48591410952305","1.60229012217722","1.65747051532311","1.44486746340481","1.239458624037","1.07512520970029","0.828135993194965","0.906907711008238","1.05501750476427","1.15939206800333","0.964066497523518","0.884967261973617","0.984991170590809","1.03213873124927","1.18796106712273","1.36552341294138","1.37756081460967","1.30152936202965","1.46058120993102","1.61463706779604","0.76861501629068","2.14657127926835","2.20221763850756","1.69528537779197","1.52795741614347","1.86533013697943","1.83817579922612","1.60845510176755","1.55480059894141","1.67739012761928","1.80566369778429","1.66174925937128","1.65178048674511","",
"Australia","AUS","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","5.6","","","","",
"Australia","AUS","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","","0.57","","0.5","","0.85","","0.93","","0.74","","1.27","","1.39","","1.23","","0.93","","","","",
"Australia","AUS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","","0.57","","0.48","","0.83","","0.94","","0.94","","1.23","","1.57","","1.28","","0.92","","","","",
"Australia","AUS","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","54.1999461488602","54.6152723457026","54.6622323589648","54.9989315068493","55.3179278230501","55.6393484369512","55.790052356021","57.7117382829053","59.4116829044883","60.960523526054","62.6385224274406","63.4589935842931","63.1031190711088","62.9432137518685","62.1603803832981","62.1923414669258","62.3688234874938","62.3037415445321","62.2185750104471","62.1861650819898","62.070283147291","61.7277617739666","61.5127816576624","61.5564187650465","61.6758878023675","61.649993654017","61.4602020176797","61.4300383056954","61.3321457519265","61.1991328860976","61.1993307979443","61.3258562832678","61.2349699914261","61.2879945661403","61.294516942033","61.2111553784861","61.0644475998034","60.5148998217854","60.0184276628721","59.4684349572017","58.8963974312118","58.2421882243857","58.2718177839747","58.2954351257074","58.3654669753669","58.3416606193736","58.2312650075611","59.0291104111852","59.0211396193739","58.9776366075504","59.2358346477243","59.5951776954224","59.6872496119707","59.792264216444","60.0378919704413","60.3172951623478","60.5264531834214","60.6631246580543","60.8916182277904","60.8993141425074","",
"Australia","AUS","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","5569845","5725319","5871817","6022383","6177353","6336209","6500099","6809408","7134749","7475589","7834200","8209690","8315098","8421802","8530269","8640382","8752217","8842147","8933343","9025700","9119366","9214103","9336410","9460606","9586900","9714806","9844941","9990920","10139553","10290267","10443727","10599561","10713058","10827750","10944136","11062080","11181511","11205544","11230048","11254996","11280427","11306556","11451228","11598110","11747451","11898665","12052649","12294347","12541520","12793252","13050691","13313577","13568980","13828832","14094307","14365164","14641898","14924257","15212363","15446689","",
"Australia","AUS","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","25.4785661402557","25.4197296235393","25.285590333991","25.2855382234887","25.2759242099543","25.2672154036498","25.180539164854","25.8797861481859","26.4675657358504","26.9771182404031","27.5323096721749","27.7011225154368","27.3716600878097","27.1300245701289","26.6227122109607","26.4674491069853","26.374021201762","26.2524227084788","26.1226151061698","26.0152180758154","25.8734456174966","25.6381367149767","25.511564914324","25.4914066188959","25.5021088307881","25.4518162967673","25.33339385067","25.2428875738692","25.1238478565749","24.9907951174422","24.9117460068356","24.883790487875","24.8593371947034","24.895645884823","24.9127159196216","24.892902303737","24.8464841284951","24.4846876426106","24.1470813761957","23.790323641243","23.4276317706044","23.035650442754","22.8934283667946","22.7493458579625","22.6235964434784","22.4623239091658","22.2686387253844","22.4596404460063","22.3427824981989","22.213171521988","22.1970487158768","22.2181733455639","22.1972539141978","22.1812951526252","22.2168650669147","22.2644362380115","22.2853199862516","22.277628513169","22.3020126013875","22.2941927018748","",
"Australia","AUS","Population in largest city","EN.URB.LCTY","2134673","2183523","2233459","2284537","2336856","2390224","2445016","2549933","2659506","2773466","2892477","3016037","3041223","3066549","3092121","3117906","3143945","3170608","3197534","3224688","3252111","3279743","3317267","3355221","3393661","3432435","3471704","3511087","3550973","3591200","3631940","3673110","3709165","3745472","3782186","3819260","3856593","3837252","3817981","3798807","3779704","3760877","3789046","3817426","3846058","3874825","3903942","3967807","4032807","4098688","4165739","4233904","4309560","4386354","4464625","4544293","4625496","4708150","4792281","4870388","",
"Australia","AUS","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.444101866","","","","","","","","","","3.584147483","","","","","","","","","","3.613415547","","","","","","","","","","",
"Australia","AUS","Population density (people per sq. km of land area)","EN.POP.DNST","","1.36456529945459","1.39827916118871","1.42535438605626","1.45360113507673","1.48236856149851","1.51660310063392","1.53586816448199","1.56320372805019","1.59626674303269","1.62802806451193","1.68400088515158","1.71524152922953","1.74166590734546","1.78631399450685","1.80844278406206","1.82666649310753","1.84736341980917","1.86897153196308","1.88927795061375","1.91244809497156","1.94303789229788","1.9757103992294","2.00057274514143","2.02335238144826","2.05120862241777","2.08510472124234","2.11706129674707","2.1519857334392","2.18871952410086","2.22135298022728","2.24984705101337","2.2773127839319","2.29970191218776","2.32417375004881","2.35242049906929","2.38353097379691","2.41034585996381","2.43559871392682","2.46358512424664","2.49313356677037","2.52697759785481","2.55800997097223","2.58977129245148","2.61997058172683","2.65477786600367","2.69423219608711","2.71111516082423","2.76599455892116","2.82359449643987","2.86785858401781","2.90798641031983","2.95920036968095","3.01057352615753","3.05581479504836","3.10011259648803","3.14493553058884","3.19836141871706","3.24787091037205","","",
"Australia","AUS","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8834042627782","","","","","31.6101579909812","","","","","33.8320687954829","","","","","33.4924203994519","","","","","32.9709729750069","36.3234231456682","30.6545427136297","28.2740594586091","27.1055138379226","26.0466667521997","24.9042085244703","24.8935837696774","","","",
"Australia","AUS","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4118546340861","","","","","10.426396579877","","","","","10.8437236627653","","","","","10.597133611302","","","","","10.6188794048093","11.0472649248094","10.5370899888968","9.987683889602","9.49297875176193","9.32001528859246","8.61450892396923","8.55032440147794","","","",
"Australia","AUS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9171524047852","99.9600982666016","99.9877548217773","99.9982299804688","100","100","100","100","99.9995422363281","99.9934692382813","99.9696197509766","99.9225692749023","99.8595199584961","99.8050689697266","99.7684173583984","99.7548980712891","99.7621994018555","99.7860794067383","99.8223114013672","99.8666458129883","99.914306640625","99.9563903808594","99.9853515625","99.9976654052734","100","100","100","100","100","","",
"Australia","AUS","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36745.70313","","","","","","","","","","36745.70313","","","","","","","","","","36745.70313","","","","","","","","","","",
"Australia","AUS","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.022649053","","","","","","","","","","0.022649053","","","","","","","","","","0.022649053","","","","","","","","","","",
"Australia","AUS","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1739.064575","","","","","","","","","","1739.064575","","","","","","","","","","1739.064575","","","","","","","","","","",
"Austria","AUT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","64.72","64.814","64.863","64.913","64.962","65.011","65.061","65.11","65.159","65.208","65.258","65.301","65.311","65.321","65.331","65.341","65.351","65.361","65.371","65.381","65.391","65.364","65.1","64.836","64.57","64.305","64.037","63.769","63.5","63.231","62.96","62.689","62.417","62.144","61.87","61.596","61.32","61.045","60.768","60.491","60.213","59.934","59.655","59.375","59.094","58.813","58.532","58.249","57.966","57.683","57.399","57.115","57.147","57.336","57.526","57.715","57.905","58.094","58.297","58.515","",
"Austria","AUT","Urban population","SP.URB.TOTL","4561167","4592914","4624644","4658034","4692726","4726878","4763809","4803163","4831802","4852163","4872871","4897890","4927193","4955326","4964528","4952131","4944146","4946802","4943554","4935890","4936650","4947212","4930765","4902840","4882418","4864664","4847469","4830238","4816676","4817928","4833974","4861464","4893935","4912877","4910076","4895821","4880469","4864091","4847335","4834637","4824004","4820068","4821291","4822095","4829142","4839033","4839801","4832038","4823638","4812679","4800510","4792887","4817487","4861991","4916377","4988134","5058968","5110858","5153759","5196085","",
"Austria","AUT","Urban population growth (annual %)","SP.URB.GROW","","0.693616918619887","0.688471400592561","0.719407567673838","0.742017957376947","0.725129201738544","0.778261603323399","0.822710089949633","0.594482374228103","0.420510193984","0.425870620044707","0.512120901956982","0.596495457290511","0.569350304239537","0.185526977301486","-0.250023852952947","-0.161373852668961","0.0537056723751644","-0.0656801457250336","-0.155150462665252","0.0153962405115902","0.21372220737912","-0.333003715206017","-0.567951937555925","-0.417404010203336","-0.36429404481182","-0.354093543946034","-0.356097125241776","-0.281167820809233","0.0259896516151055","0.332494357748522","0.567072341992738","0.665705624472983","0.386303389032001","-0.0570296951622662","-0.290743621754919","-0.31406622796653","-0.336146843405769","-0.345078397907957","-0.262302086402193","-0.220175991539749","-0.0816252765125744","0.0253698675997875","0.0166746410827647","0.146033119948255","0.204609524563365","0.0158696802034512","-0.16052793407859","-0.173990969023818","-0.227452142237554","-0.253173145767403","-0.158921841854284","0.511947895650249","0.919560199445851","1.11238523257782","1.44900148037757","1.41006179973647","1.02047862584527","0.835905515118155","0.81791060733558","",
"Austria","AUT","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","","","5.2","","","","",
"Austria","AUT","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","","","1.04","","0.82","","0.84","","1.32","","1.32","","1.37","","1.63","","1.81","","1.6","","1.2","","","","",
"Austria","AUT","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.87","","","0.82","","0.74","","0.73","","1.19","","1.26","","1.43","","1.55","","1.81","","1.55","","1.15","","","","",
