"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Poland","POL","Urban population growth (annual %)","SP.URB.GROW","","2.41297142884623","1.96201874024236","2.13676018697278","2.1918754580861","1.7754726742547","1.54269271335478","1.75028582725493","1.73911637575928","1.55865110553383","1.12416797748184","1.40060167812313","2.0645613772048","2.12526526387955","2.16047108300765","2.17822427019158","2.16498025247872","2.11228290604702","1.92769278517614","1.65835134375273","1.569222656102","1.54796577827231","1.55461045356294","1.56633110262239","1.52930340579888","1.42108241994751","1.29311346829368","1.16923567787085","1.01748926256989","0.659360106448042","0.465870592820303","0.428097164036048","0.378415404554878","0.327764888717411","0.28426952176847","0.20729995907156","0.149227783634428","0.138552902392538","0.107174744148051","0.0646909836665849","-0.973016273174752","0.0453020282998503","-0.00422912734687445","-0.247301959358141","-0.240274327668896","-0.226039605840911","-0.2441598232723","-0.237058174108073","-0.171087005249751","-0.115663063732749","-0.469373364884263","-0.1303330146759","-0.207759736934845","-0.266658549206173","-0.28322811788103","-0.273799474051689","-0.209018844680892","-0.108901258043135","-0.0784280352345459","-0.0593988549139279","",
"Poland","POL","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","","","9.7","","","","",
"Poland","POL","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","","","0.54","","0.76","","0.83","","1.2","","1.3","","1.43","","1.57","","1.74","","1.42","","1.07","","","","",
"Poland","POL","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42","","","0.44","","0.65","","0.68","","1.09","","1.3","","1.4","","1.5","","1.73","","1.39","","1.04","","","","",
"Poland","POL","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","3.77623918387041","3.82164263783207","3.83185245063266","3.83520448033342","3.83634585710409","3.85294300038639","3.87853918752565","3.89596386424488","3.91373742806666","3.93830092508672","3.98003937019927","4.03897082373755","4.09351502693186","4.14517405537635","4.19543999938953","4.24487888487732","4.29485130820257","4.34662523188153","4.4066310888416","4.42272364368512","4.39949232799659","4.37700793070212","4.3541238108321","4.33060350748861","4.30866092129408","4.29111320568837","4.27890033134506","4.27171359702899","4.27095019160471","4.27239640426496","4.27255205626586","4.27432084547605","4.27816767359596","4.27947671598502","4.27791528201017","4.27957529625989","4.28380320507493","4.28846722066895","4.29442191198459","4.30228230940233","4.35505151007894","4.36385349161092","4.37376426758584","4.38664536729506","4.39918085437773","4.41108442466739","4.42389079523761","4.43633566768169","4.44580526252605","4.45285614866563","4.47572015872441","4.48346049227792","4.50037206575891","4.52676952558289","4.55401470098642","4.58104598033634","4.60718459770714","4.63083359486624","4.65519325341181","4.67709276325849","",
"Poland","POL","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","1119181","1145117","1161377","1177868","1194617","1211556","1228760","1246208","1263928","1281850","1300052","1324116","1353138","1382714","1412978","1443904","1475552","1507803","1540805","1558887","1565082","1571284","1577520","1583780","1590074","1596375","1602710","1609071","1615465","1621867","1628303","1634765","1641262","1645947","1648822","1651702","1654592","1657478","1660373","1663274","1666183","1669090","1672106","1675899","1679705","1683510","1687328","1691156","1694997","1698836","1702689","1706551","1712984","1721992","1731060","1740175","1749352","1758551","1767798","1775933","",
"Poland","POL","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","7.8849057571498","7.87529151075297","7.83193470893711","7.7752189731851","7.71481475214847","7.68651580348197","7.67632348110612","7.65024497876859","7.62525297041336","7.61377420462684","7.63556730524473","7.66873770083354","7.67668401072357","7.67951909046801","7.67987687655794","7.67886918687175","7.67911336558395","7.68294342056923","7.70120789815086","7.66343848162662","7.57410095171698","7.48731234771065","7.40107063867591","7.31496142346014","7.23257326619634","7.15877546250477","7.09484397483199","7.04020303592187","6.99662552218132","6.97818934782828","6.97331823128573","6.97108519749962","6.97235573032328","6.96937774451903","6.96173301941212","6.95945118618955","6.96123236201949","6.96371927625094","6.96840993483776","6.97607077628654","7.05660055324279","7.065710613412","7.07877752351205","7.11240237947115","7.14570346767445","7.17809749695876","7.21196380528747","7.24548107484401","7.2743720757348","7.29928550325934","7.35025977532156","7.37653926894521","7.41974504859502","7.47867893430502","7.53938506185566","7.59986407219424","7.65592839344201","7.70457304518613","7.75116275245951","7.79145848443747","",
"Poland","POL","Population in largest city","EN.URB.LCTY","1119181","1145117","1161377","1177868","1194617","1211556","1228760","1246208","1263928","1281850","1300052","1324116","1353138","1382714","1412978","1443904","1475552","1507803","1540805","1558887","1565082","1571284","1577520","1583780","1590074","1596375","1602710","1609071","1615465","1621867","1628303","1634765","1641262","1645947","1648822","1651702","1654592","1657478","1660373","1663274","1666183","1669090","1672106","1675899","1679705","1683510","1687328","1691156","1694997","1698836","1702689","1706551","1712984","1721992","1731060","1740175","1749352","1758551","1767798","1775933","",
"Poland","POL","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00999999977648258","","0.00999999977648258","","",
"Poland","POL","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.150143463","","","","","","","","","","1.151726083","","","","","","","","","","1.148222441","","","","","","","","","","",
"Poland","POL","Population density (people per sq. km of land area)","EN.POP.DNST","","97.828855006693","98.9536060596167","100.270985014202","101.666557837344","102.663978582389","103.434653433021","104.434212674263","105.438163178687","106.26628358745","106.645009631395","107.034183290346","107.922720297757","108.90724476803","109.957553299161","111.055532338633","112.169186065493","113.255574782069","114.158477260113","115.077922883542","116.145319794966","117.204567566685","118.288161546247","119.402553135917","120.487557543505","121.459678735839","122.289722158738","122.981635051748","123.492399360084","123.939825002449","124.427118090698","124.86921871429","125.252757190898","125.571869796598","125.837121682066","126.008025074276","126.103921120507","126.186489927846","126.23161383003","126.221133566228","124.909820758105","124.875366482745","124.81753893369","124.753689916405","124.644083178272","124.589315444129","124.514452206843","124.44685296422","124.471952334313","124.564460624265","124.209200731357","124.296296901022","124.300058781268","124.229110740995","124.144273163722","124.061569613639","124.008253045495","124.0237303635","124.031583760656","","",
"Poland","POL","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9999999999606","","","","","99.9999999999267","","","","","100","","","","","99.9999999999948","","","","","100","100","99.9999999999948","99.9962164768805","99.9815664183042","99.9962149714443","99.9660913066726","99.9661157279646","","","",
"Poland","POL","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1994289871968","","","","","27.8918280326225","","","","","25.8221858192988","","","","","26.1512182276353","","","","","27.1765001759178","26.3725070743675","24.2639773905809","22.9287236968437","22.2108917899162","22.6913180516458","20.9757678975963","20.8778222190899","","","",
"Poland","POL","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8986892700195","99.9480056762695","99.9824676513672","99.997200012207","100","100","100","100","99.9996032714844","99.9938659667969","99.9709625244141","99.9254608154297","99.8642807006836","99.811767578125","99.7770462036133","99.7654571533203","99.7746963500977","99.8005142211914","99.8386764526367","99.8849487304688","99.9330368041992","99.9709091186523","99.9921569824219","99.9990539550781","100","100","100","100","100","","",
"Poland","POL","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30501.3418","","","","","","","","","","30501.3418","","","","","","","","","","30501.3418","","","","","","","","","","",
"Poland","POL","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.233529933","","","","","","","","","","0.233529933","","","","","","","","","","0.233529933","","","","","","","","","","",
"Poland","POL","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720.0704956","","","","","","","","","","720.0704956","","","","","","","","","","720.0704956","","","","","","","","","","",
"Pre-demographic dividend","PRE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.4710406611677","13.8279754376239","14.1963288495197","14.582675892126","14.9894173882086","15.4108064121409","15.8165838045211","16.2310798297024","16.6716063874007","17.1261377616204","17.5769962051823","18.0831531357023","18.6084535719597","19.1402989071845","19.6696554159534","20.2120996239196","20.7694451154649","21.3172480826142","21.8600730209853","22.3352363503865","22.7902144866393","23.3026440666586","23.8242845025421","24.3665723824906","24.9413513102841","25.5384408409945","26.1312757233141","26.7191784249201","27.2806308369971","27.8020550030123","28.3426850158945","28.7737349993037","29.180041952086","29.5752492425437","29.9134120483373","30.2494643101467","30.5929623035558","30.9594403449714","31.3300954094934","31.701104168294","32.069050504144","32.5118277608677","32.959115707791","33.4274667623173","33.9033064616989","34.3938648490824","34.8768849797482","35.3034969416363","35.8148479185285","36.3355039452968","36.8724270933765","37.4221737528511","37.961991742767","38.5052085341605","39.0497427304953","39.5938901250117","40.1368381981726","40.6808140791446","41.2269515142477","41.7764539359743","",
"Pre-demographic dividend","PRE","Urban population","SP.URB.TOTL","25273973","26534462","27874383","29310845","30853537","32495989","34179019","35958282","37878130","39918761","42045037","44400930","46911449","49564385","52359642","55356463","58580116","61961760","65486214","68915697","72350385","76026660","79812255","83773742","87998602","92494521","97176643","102045486","107047312","112157983","117638402","122978520","128508257","134227156","139834791","145514899","151287608","157264344","163423317","169846080","176591435","184135969","192095186","200544113","209359247","218556385","227988461","237352059","247640908","258439004","269857783","281911263","294422957","307462370","320962036","334869025","349167980","363895058","379075795","394746861","",
"Pre-demographic dividend","PRE","Urban population growth (annual %)","SP.URB.GROW","","4.98730057201533","5.04973871337585","5.15334097260556","5.26321230247713","5.32338318293945","5.17919303825467","5.20571699263807","5.33909823611707","5.3873594076582","5.32650800459461","5.60326061789409","5.65420363942827","5.65519943756161","5.63964830795338","5.72353225791727","5.82344468070512","5.77268232107973","5.68811150619351","5.23695414732634","4.98389793547325","5.08121000323634","4.97929936682738","4.96350717067197","5.04317928164173","5.10908002833955","5.0620533512466","5.01030170387754","4.90156517065341","4.77421703031646","4.8863387637775","4.53943432519594","4.49650638176489","4.45021910148544","4.17772019247728","4.06201343698507","3.9670913697985","3.95057868850699","3.91631875563606","3.93013868394311","3.97145168142828","4.27231026238617","4.32246727416955","4.398302308315","4.39560846146603","4.392993446332","4.31562591959964","4.10704908438326","4.33484716473431","4.36038459364718","4.41836519382346","4.46660454480946","4.43816748109138","4.42880308412907","4.39067258864883","4.33290777106112","4.27001422421796","4.21776303772184","4.17173486318686","4.13401916099656","",
"Pre-demographic dividend","PRE","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1088429555767","","","26.1031675070371","","","","",
"Pre-demographic dividend","PRE","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","0.7","","","0.625","","","0.635","","0.68","","0.665","","0.92","","1.12","","1.22","","1.275","","1.39","","1.35","","0.97","","","","",
"Pre-demographic dividend","PRE","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","0.58","","","0.525","","","0.48","","0.47","","0.545","","0.82","","1","","1.14","","1.135","","1.26","","1.2","","0.88","","","","",
"Pre-demographic dividend","PRE","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","4.86499130439926","5.11885546572439","5.38268940762972","5.64905353873193","5.91441655592426","6.18499876236786","6.43492619445831","6.68388478184051","6.9393415583519","7.20505449826397","7.46437991064272","7.71810693758852","7.99510846823312","8.27399234387818","8.5497401413908","8.82604837769417","9.09143438097639","9.34654614307705","9.58798271118443","9.800928154276","10.0230695985422","10.256768458932","10.5097304930465","10.7902520243723","11.0503724234791","11.3062807604139","11.5602380893032","11.8142694838586","12.0658978553721","12.2998284242601","12.5330215159533","12.7506356005983","12.8249124188717","12.8940166156447","12.9525988919557","13.0380572466917","13.2521715413629","13.3966936809485","13.5404274280521","13.6752183647466","13.8227338684024","13.9663261578438","14.1139209857049","14.267347580063","14.3715797355726","14.4417267717655","14.5226064298","14.5313365476506","14.6810942011674","14.842348545678","14.9816959229413","15.1183193953529","15.2513180517239","15.3858062862673","15.5242599098308","15.6497166576636","15.7848748124256","15.9290096940296","16.0692552981875","16.203023885183","",
"Pre-demographic dividend","PRE","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","25.0039242761516","25.7651009828796","26.5274314192034","27.2469273415773","27.9097640110247","28.5358859837701","29.0632808623931","29.5289927224366","29.9443669984073","30.363873658111","30.737732816006","31.0049973960674","31.3368430725715","31.6431510403185","31.9076944967167","32.1323490815811","32.2589109834754","32.3435075833216","32.3594511333405","32.3332223433293","32.3249557633939","32.2688812526663","32.2480533783818","32.2839560271794","32.3696171649872","32.4144193544203","32.4597122067604","32.5105297754524","32.5827876352997","32.6407896812433","32.6772830721875","32.814711670157","32.5622570047173","32.3058890234909","32.0670153455077","31.9027359827629","32.1107405711771","32.0592739686533","32.0160052511136","31.9500198774454","31.9281987510856","31.8250554736998","31.7232246326506","31.6078321485367","31.3545322333496","30.9932815163969","30.674085344542","30.2270174594301","30.081459821365","29.9636655039642","29.7810724683142","29.5949636265674","29.2929940368072","29.1342998736823","29.0162085124791","28.8714382806495","28.7496724010593","28.6469528727144","28.5312613286737","28.4050006256959","",
"Pre-demographic dividend","PRE","Population in largest city","EN.URB.LCTY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9886425620781","","","","","62.9723112498375","","","","","62.291882608419","","","","","65.9957883846879","","","","","61.947716789061","","","","58.7114057071029","","58.1848186617064","","57.1023300244109","","",
"Pre-demographic dividend","PRE","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.50291565468205","","","","","","","","","","1.53757423009537","","","","","","","","","","1.55994988583206","","","","","","","","","","",
"Pre-demographic dividend","PRE","Population density (people per sq. km of land area)","EN.POP.DNST","","10.7849184126873","11.0355602734222","11.2968233478869","11.5687217994234","11.8514002964522","12.1454083991203","12.4513575478894","12.7695697901763","13.100347614497","13.4442095565351","13.8001279871514","14.1688231010401","14.5541288923688","14.9614905813626","15.3936510302524","15.8529497413135","16.3371882962144","16.8377087943301","17.3425244065869","17.8433809057538","18.3377242791561","18.8293115783613","19.3240522176435","19.8308128476955","20.3566523571137","20.9019113558632","21.4662130371443","22.0549503358633","22.6745155343156","23.3288247477983","24.0224739063821","24.7531135319899","25.5091926751321","26.2744727838305","27.0379962219273","27.7949914709803","28.5510371151887","29.3181811360421","30.1138210587001","30.9505418593066","31.8333231318963","32.7586245562586","33.7202802489331","34.7084179729424","35.7163639088107","36.7417555386075","37.7885303922169","38.8636874985632","39.9839830776643","41.1410210120471","37.1630055079913","38.2604512746237","39.3916305705824","40.5478569790555","41.7233513222","42.9166952465679","44.1287463413005","45.3607634240734","","",
"Pre-demographic dividend","PRE","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","100","","","","","100","","","","","100","","","","","100","100","100","100","100","100","100","100","","","",
"Pre-demographic dividend","PRE","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.0825945498681","","","","","48.1118150224539","","","","","47.5630465107923","","","","","44.3752287830645","","","","","42.3313164918602","42.3823399437684","44.0910137137043","41.550332669238","40.5401636999298","50.2608891658362","48.3808146976645","48.6355725781706","","","",
"Pre-demographic dividend","PRE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9981742558981","62.1660387238203","57.7599309694628","57.0479452776451","58.0398169171927","59.0750228308124","59.3511368271044","60.9735019371678","64.1705775347674","67.1086678676486","66.2732412397673","66.305159460761","67.6485235024609","71.0182033673714","70.6626108272648","71.0838483100839","71.0373229822461","72.8445170405188","75.783415830894","77.2738903593472","77.0005149286897","","",
"Pre-demographic dividend","PRE","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82664.21513266","","","","","","","","","","82664.21513266","","","","","","","","","","82664.21513266","","","","","","","","","","",
"Pre-demographic dividend","PRE","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0251762559825954","","","","","","","","","","0.0251762559825954","","","","","","","","","","0.0251073120357724","","","","","","","","","","",
"Pre-demographic dividend","PRE","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3231.695480053","","","","","","","","","","3231.695480053","","","","","","","","","","3231.695480053","","","","","","","","","","",
"Puerto Rico","PRI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","44.547","45.933","47.327","48.724","50.126","51.524","52.921","54.314","55.702","57.077","58.328","59.23","60.127","61.014","61.896","62.77","63.637","64.492","65.34","66.178","67.835","71.772","75.406","78.711","81.684","84.317","86.637","88.66","90.413","91.915","92.942","93.106","93.267","93.424","93.578","93.729","93.876","94.02","94.161","94.298","94.387","94.333","94.278","94.224","94.168","94.112","94.056","93.999","93.942","93.884","93.825","93.773","93.726","93.686","93.651","93.624","93.602","93.587","93.578","93.576","",
"Puerto Rico","PRI","Urban population","SP.URB.TOTL","1050418","1102264","1159664","1220307","1280251","1336533","1389174","1436971","1482823","1532032","1585355","1636045","1693932","1756462","1819309","1879334","1937017","1991958","2044764","2096577","2174790","2327244","2471396","2606230","2731668","2847385","2953935","3051544","3140855","3222218","3287359","3316538","3343786","3377742","3414883","3452136","3496557","3534616","3560323","3583400","3596716","3602364","3604909","3605100","3603694","3596360","3579032","3555977","3533033","3511647","3491721","3449657","3406460","3366210","3310445","3251779","3188713","3112035","2988277","2988531","",
"Puerto Rico","PRI","Urban population growth (annual %)","SP.URB.GROW","","4.81780662794178","5.07640615196383","5.09721584458606","4.79536860241014","4.30227951923754","3.86303782549452","3.38281000557719","3.14102774084275","3.26472554595344","3.42133981853345","3.14733869006905","3.47707098329201","3.62491048109561","3.51552001073908","3.24607000934643","3.02317020853166","2.79689137579924","2.61643048095154","2.50236354217332","3.66260933210638","6.77526267058698","6.00984383098607","5.31215595037969","4.70076789554467","4.14886175898106","3.67371505849305","3.250951223178","2.8847363812197","2.5574886455785","2.00145645456832","0.883696092978518","0.818223017932615","1.01037409552337","1.09357929063143","1.08499380749645","1.27856001493344","1.08258953972192","0.724660564284048","0.646079929839081","0.370913652828193","0.156908970557385","0.0706231082346651","0.00529819033637695","-0.039007912220217","-0.203720764774072","-0.482985004438138","-0.646252309966882","-0.647314085202659","-0.60715506445333","-0.569042031446238","-1.21199320673227","-1.26011769056927","-1.18861464908686","-1.67048609741356","-1.7880390243471","-1.95848440829816","-2.43405340742061","-4.05798859157931","0.00849952015032448","",
"Puerto Rico","PRI","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","25.2871501272265","25.9420049489066","26.5270033897586","27.0976590418162","27.7458765748418","28.5221279876638","29.4286274831","30.4865981220664","31.6372934685267","32.7590857440903","33.675570272259","34.1790028926323","34.5663652859378","34.8899848755691","35.2464312068966","35.6907481629927","36.2118551021173","36.80696346995","37.4704458109024","38.1772223498842","39.2242981908921","41.2969784293359","43.5104332541153","45.8645335833179","48.3643273857048","51.0002072845721","53.7934873593438","56.7492191699232","59.8820690762941","63.1876256899576","65.7831495617755","65.8264904789577","65.9113806407273","65.8652738475513","65.7628704301749","65.6639795303037","65.4361544894762","65.3334415057602","65.46323412149","65.6418902649707","65.8229861137536","65.6030443278392","65.4394525094928","65.3196013167472","65.2273472005118","65.2427851640331","65.4406033405743","65.7455534569831","66.052499610462","66.3337174266992","66.5898791490048","67.2832106280099","68.0200897622994","68.7210154416396","69.7682293626307","70.9207735043326","72.2191922204427","73.8974632557921","76.8576549922119","76.7567274760826","",
"Puerto Rico","PRI","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","596271","622536","649997","678669","708648","739864","772500","806576","842205","879303","915302","944089","973823","1004408","1035998","1068581","1102236","1136853","1172608","1209488","1257531","1339076","1426034","1518638","1617395","1722277","1834118","1953223","2080242","2215137","2326750","2344812","2363039","2381357","2399843","2418472","2437271","2456165","2475231","2494445","2508254","2505232","2502209","2499190","2496171","2493163","2490155","2487151","2484146","2481153","2478159","2475169","2472182","2469199","2466219","2463243","2460271","2457302","2454337","2451375","",
"Puerto Rico","PRI","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","56.7651163632002","56.4779399490503","56.050459443425","55.6146117329492","55.3522707656545","55.3569571420983","55.608584669739","56.1302907295972","56.7974060289057","57.394558338207","57.7348291076762","57.7055643334994","57.4889074649986","57.1835883725352","56.9445872031634","56.8595576943747","56.9037855630591","57.0721370631308","57.34686252301","57.6886992464384","57.8231001613949","57.5391321236621","57.7015581477028","58.2695310851306","59.2090620089996","60.4862707361316","62.0906688874332","64.0076957763021","66.2317107921251","68.7457211150828","70.7787010788904","70.7005920028656","70.6695643800171","70.501447416647","70.2759948144636","70.0572630973982","69.7048839758654","69.4888779997601","69.5226528604287","69.6111235139811","69.7373381718212","69.5441104785635","69.4111557323638","69.3237358187013","69.2670076871122","69.3246226740371","69.5762150212683","69.9428314637581","70.3119953875325","70.6549661739919","70.9724230544193","71.7511625068811","72.5733459368377","73.3524943482433","74.4981112811118","75.7506275795495","77.1556110568747","78.9612584691368","82.1321785095558","82.0260857257295","",
"Puerto Rico","PRI","Population in largest city","EN.URB.LCTY","596271","622536","649997","678669","708648","739864","772500","806576","842205","879303","915302","944089","973823","1004408","1035998","1068581","1102236","1136853","1172608","1209488","1257531","1339076","1426034","1518638","1617395","1722277","1834118","1953223","2080242","2215137","2326750","2344812","2363039","2381357","2399843","2418472","2437271","2456165","2475231","2494445","2508254","2505232","2502209","2499190","2496171","2493163","2490155","2487151","2484146","2481153","2478159","2475169","2472182","2469199","2466219","2463243","2460271","2457302","2454337","2451375","",
"Puerto Rico","PRI","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.007370674","","","","","","","","","","8.392444278","","","","","","","","","","8.446823513","","","","","","","","","","",
"Puerto Rico","PRI","Population density (people per sq. km of land area)","EN.POP.DNST","","270.543630214205","276.24825253664","282.359639233371","287.944306651635","292.446448703495","295.940811724915","298.272153325817","300.119954904171","302.6099210823","306.426155580609","311.408117249154","317.616234498309","324.553100338219","331.375310033822","337.542277339346","343.162795941375","348.217587373168","352.809582863585","357.168883878241","361.443066516347","365.563923337091","369.498647125141","373.296279594138","377.022547914318","380.721533258174","384.391657271702","388.032694475761","391.645772266065","395.225479143179","398.759864712514","401.59075535513","404.191206313416","407.609582863585","411.413416009019","415.231454340474","419.916009019166","423.836527621195","426.279706877114","428.419503945885","429.605975197294","430.52694475761","431.082412626832","431.352311161218","431.440586245772","430.818714768884","428.998196166855","426.493235625705","423.998421645998","421.69222096956","419.56313416009","414.738669673055","409.750620067644","405.081961668546","398.520180383315","391.570687711387","384.066741826381","374.891319052988","360.017361894025","","",
"Puerto Rico","PRI","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8348623853211","","","","","1.8348623853211","","","","","63.302752293578","","","","","62.3853211009174","","","","","62.3853211009174","71.5596330275229","45.8715596330275","32.1100917431193","15.5963302752294","14.6788990825688","3.6697247706422","3.6697247706422","","","",
"Puerto Rico","PRI","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2381912599283","","","","","8.23342156655124","","","","","10.4360023979884","","","","","10.3999261914406","","","","","10.3725485093891","10.5794061082171","9.96624444983323","9.70375413608891","9.08922771683943","8.92091028712799","8.34287125794032","8.34903333944518","","","",
"Puerto Rico","PRI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","99.997932434082","99.9863586425781","99.9589157104492","99.9234008789063","99.8845596313477","99.8757705688477","99.8835678100586","99.9090347290039","99.9339065551758","99.9624786376953","99.9852142333984","99.9967193603516","99.9997406005859","100","100","100","100","100","","",
"Puerto Rico","PRI","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8511.401367","","","","","","","","","","8511.401367","","","","","","","","","","8511.401367","","","","","","","","","","",
"Puerto Rico","PRI","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.825682811","","","","","","","","","","4.825682811","","","","","","","","","","4.825682811","","","","","","","","","","",
"Puerto Rico","PRI","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","432.9274902","","","","","","","","","","432.9274902","","","","","","","","","","432.9274902","","","","","","","","","","",
